vehicle;77.57;73.85;73.93;72.83;72.83
sonar;46.93;47.90;52.75;46.60;51.46
ionosphere;36.00;43.05;56.95;49.52;50.10
pima;73.18;72.22;72.14;66.75;69.36
liver;66.28;67.64;67.44;53.29;60.66
breast;96.36;95.89;94.48;94.25;94.25
blood;76.74;76.02;73.44;68.18;67.29
banana;91.60;91.33;91.00;47.13;47.93
lithuanian;91.44;93.11;92.44;52.67;56.33
