vehicle;72.91;71.09;71.09;67.38;68.56
sonar;49.51;51.13;53.07;46.93;48.22
ionosphere;39.62;39.05;50.67;40.38;50.67
pima;72.57;73.18;71.79;66.93;66.58
liver;62.21;63.37;64.53;57.95;59.69
breast;95.31;96.36;95.31;94.95;95.07
blood;77.90;77.45;77.63;72.82;72.10
banana;92.20;92.33;92.60;53.13;53.53
lithuanian;93.44;92.78;90.33;48.33;51.00
