vehicle;70.46;69.98;69.35;51.74;53.95
sonar;73.79;72.49;72.82;64.72;68.61
ionosphere;86.67;87.05;83.43;85.33;85.14
pima;76.30;75.43;72.74;69.18;71.09
liver;65.89;62.79;63.76;57.75;59.88
breast;96.60;95.42;94.60;93.43;94.25
blood;78.07;78.07;77.63;73.80;73.98
banana;90.33;89.67;89.33;61.07;61.33
lithuanian;92.33;92.00;91.44;50.89;54.33
