vehicle;71.33;72.04;74.80;68.25;72.51
sonar;73.46;70.55;70.87;70.55;72.49
ionosphere;89.14;85.90;87.24;80.76;80.76
pima;75.95;75.78;74.22;70.92;72.48
liver;63.57;63.18;63.57;56.40;62.98
breast;97.42;96.83;95.54;95.42;95.54
blood;77.45;77.90;76.83;69.61;70.50
banana;92.87;92.73;92.67;52.47;52.87
lithuanian;91.67;92.33;92.44;43.78;47.22
