vehicle;125.58;76.75;40.77;38.95;50.48
sonar;43.66;24.45;14.96;13.48;23.06
ionosphere;29.47;19.65;14.92;14.83;14.90
pima;184.58;98.55;72.51;39.99;92.36
liver;137.30;64.47;48.68;20.45;58.08
breast;36.70;27.84;22.77;22.41;25.48
blood;215.96;105.07;89.29;40.58;97.86
banana;128.67;77.02;62.29;49.78;64.44
lithuanian;94.15;54.39;42.04;34.28;45.02
